bus_10001,bus_10022,bus_10025,bus_10033,bus_10035,bus_10093,bus_10228,bus_10525,bus_10558,bus_10570,bus_10600,bus_10677,bus_11014,bus_13000,bus_13366,bus_13420,bus_13446,bus_13499,bus_20000,bus_20007,bus_20026,bus_20136,bus_21121,bus_23054,bus_23060,bus_23263,bus_25160,bus_25289,bus_25439,bus_25598,bus_25675,bus_25714,bus_25867,bus_28078,bus_28122,bus_28365,bus_28667,bus_30001,bus_30220,bus_30221,bus_30369,bus_40001,bus_40003,bus_40004,bus_40006,bus_40007,bus_40008,bus_40050,bus_40595,bus_40602,bus_40691,bus_40840,bus_40884,bus_50000,bus_50007,bus_50024,bus_50196,bus_50316,bus_53000,bus_53002,bus_53012,bus_60000,bus_60003,bus_60577,bus_70000,bus_70016,bus_70063,bus_74001,bus_74053,bus_74104,bus_74132,bus_74235,bus_77001,bus_77173,bus_80007
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,8465.313600000001,4252.408799999999,0.0,0.0,10517.186399999999,14851.058399999998,145.6248,1188.9912,187.06560000000002,0.0,2504.7288,107228.7288,0.0,4366.7184,0.0,9312.0288,106611.68160000003,0.0,60.8904,1611.264,7934.671199999999,0.0,1155.8832,831.4176,0.0,0.0,34.449600000000004,0.0,0.0,0.0,0.0,3752.6519999999987,0.0,0.0,0.0,0.0,1145.4504000000002,5979.84,0.0,15455.056800000002,0.0,0.0,543.2375999999999,553.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.6928,0.0,0.0,0.0,8.6616,0.0,0.0,0.0,4.365600000000001,169.63920000000002,1805.2224,0.0,1200.0240000000003,1282.3824,1688.1216,951.4535999999998,4270.478399999999,18048.345600000004,0.0,0.0,0.07919999999999999
0.0,10004.2752,4376.5872,0.0,0.0,10307.783999999998,12988.944,127.3656,1468.2240000000002,188.9832,0.0,2372.9880000000003,130175.48879999999,0.0,5032.454399999999,0.0,9037.2912,114910.092,0.0,135.6696,3765.021600000001,17558.0856,0.0,1342.6896000000002,965.7839999999999,0.0,0.0,34.836,0.0,0.0,0.0,0.0,5403.777599999999,0.0,0.0,0.0,0.0,2441.16,6127.7112,0.0,18832.044,0.0,0.0,549.2544,567.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.3288,0.0,0.0,0.0,6.7032,0.0,0.0,0.0,6.096,184.67039999999997,1689.948,0.0,1382.9351999999997,1235.3256000000001,1599.3336000000002,896.1168,3816.175200000001,17099.066400000003,0.0,0.0,0.07680000000000001
0.0,10004.2752,4376.5872,0.0,0.0,10307.783999999998,12988.944,127.3656,1468.2240000000002,188.9832,0.0,2372.9880000000003,130175.48879999999,0.0,5032.454399999999,0.0,9037.2912,114910.092,0.0,135.6696,3765.021600000001,17558.0856,0.0,1342.6896000000002,965.7839999999999,0.0,0.0,34.836,0.0,0.0,0.0,0.0,5403.777599999999,0.0,0.0,0.0,0.0,2441.16,6127.7112,0.0,18832.044,0.0,0.0,549.2544,567.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.3288,0.0,0.0,0.0,6.7032,0.0,0.0,0.0,6.096,184.67039999999997,1689.948,0.0,1382.9351999999997,1235.3256000000001,1599.3336000000002,896.1168,3816.175200000001,17099.066400000003,0.0,0.0,0.07680000000000001
0.0,10004.2752,4376.5872,0.0,0.0,10307.783999999998,12988.944,127.3656,1468.2240000000002,188.9832,0.0,2372.9880000000003,130175.48879999999,0.0,5032.454399999999,0.0,9037.2912,114910.092,0.0,135.6696,3765.021600000001,17558.0856,0.0,1342.6896000000002,965.7839999999999,0.0,0.0,34.836,0.0,0.0,0.0,0.0,5403.777599999999,0.0,0.0,0.0,0.0,2441.16,6127.7112,0.0,18832.044,0.0,0.0,549.2544,567.6912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.3288,0.0,0.0,0.0,6.7032,0.0,0.0,0.0,6.096,184.67039999999997,1689.948,0.0,1382.9351999999997,1235.3256000000001,1599.3336000000002,896.1168,3816.175200000001,17099.066400000003,0.0,0.0,0.07680000000000001
