line,reactance,limit
line_40006_40007,0.001189,84904.28931875527
line_25289_40006,4.379836408719734,822.8319029909227
line_25439_40006,11.625971326871959,808.6014318449988
line_25598_40006,10.298715298463206,809.7099489695498
line_25714_40006,8.832133219002726,811.3222929863473
line_25867_40006,19.631234077934288,805.0939232654966
line_28078_40006,5.793157576950654,817.2617434743829
line_28365_40006,2.5965597280745785,838.5124974861075
line_28667_40006,4.071577607938511,824.5605044602431
line_30220_40006,4.1558396205917,824.0625262593176
line_30221_40006,7.348593260569695,813.6080466633756
line_30369_40006,1.3971903656306528,871.5722083832597
line_40003_40006,11.765314370912188,808.4995603897532
line_40004_40006,3.5758797650631595,827.965146081536
line_40006_40008,0.05924321097625426,2487.9571237298696
line_40006_50024,9.08411173338454,811.008230956968
line_40006_50000,15.324581090336167,806.5254638551302
line_40006_40840,0.7532537895173407,932.7573805690066
line_40006_40050,20.910308299841958,804.782330253866
line_10001_10093,6.06414332625528,816.4903754116498
line_10001_10033,10.745621304324386,809.3061161535403
line_10001_11014,2.025100547949624,849.3802641558949
line_10001_10022,0.7324804797140804,936.5224094968844
line_10001_10600,21.237391659047013,804.7086761691567
line_10001_10677,19.310575306695892,805.1785096203387
line_10001_10025,3.9092107150993267,825.5806113530156
line_10001_10525,10.201231219412948,809.8027383017944
line_10001_10228,1.2803539212223942,878.1034043341132
line_10001_10558,8.956195718305827,811.1654549705303
line_10001_10570,11.144060426198857,808.9733899651968
line_10001_13499,6.328021549458149,815.8027274746817
line_10022_23054,14.354844889729275,806.9662891357015
line_10022_74235,2.736784911614557,836.5392251234699
line_10022_74132,18.28689611554588,805.4683965703173
line_10022_21121,6.264342521866596,815.9633672090783
line_10022_20026,18.85133525531554,805.3046640275417
line_10022_13446,4.378485667569534,822.8389465199527
line_10022_20136,5.6164543310065955,817.804827406489
line_10022_74001,8.597772975429107,811.6309188769908
line_10022_25289,20.697048912503366,804.8316066905359
line_10022_30001,13.19395029122949,807.5792312228486
line_10022_13000,10.101412657154777,809.8996054704459
line_10022_20007,7.082498354365855,814.1193114345529
line_10022_13366,7.740193047081233,812.9195744074767
line_10022_13420,14.888427095694345,806.716626233064
line_10022_10093,0.7093855107209973,940.9670743040172
line_10022_10033,1.2410967108443431,880.5738981710523
line_10022_10035,4.968803727617487,820.125568543628
line_10022_11014,0.24653975303392478,1205.614099833383
line_10022_10600,2.5409756409789646,839.3549620812079
line_10022_74053,3.5417824038009598,828.2343714545202
line_10022_10677,2.3369501769792267,842.7908138500674
line_10022_10025,0.4489095543865089,1022.7620219325973
line_10022_10525,1.29775415570237,877.0561970929525
line_10022_10228,0.16758221842868248,1396.7220206155507
line_10022_10558,1.0757992074947138,892.9541491603036
line_10022_10570,1.3358951215146353,874.8561757502491
line_10022_13499,0.7464480323031143,933.9677990595767
line_10025_23054,14.01980832839275,807.1327651318514
line_10025_74235,3.739269493262136,826.7431914656571
line_10025_21121,6.116011916462051,816.3505240614128
line_10025_20026,18.391198003964924,805.437383686394
line_10025_13446,4.918759385309209,820.3303296962785
line_10025_20136,5.486215219658794,818.2275022025511
line_10025_74001,9.581982704323218,810.4362534441731
line_10025_25289,20.26820293031804,804.9338365292572
line_10025_30001,13.023846579669245,807.6782231261925
line_10025_13000,9.044586787950735,811.0563370493852
line_10025_20007,6.700418223570627,814.9244415293692
line_10025_13366,7.408050560773182,813.4988279547546
line_10025_13420,15.976375707804653,806.2592418849507
line_10025_10093,0.5046847443270895,998.1434967552523
line_10025_10033,0.3749289567080546,1066.717195913643
line_10025_10035,3.450807363704733,828.9787256894692
line_10025_11014,0.35567614355546207,1081.1546453477742
line_10025_10600,3.1067088149190814,832.1884045005372
line_10025_74053,5.094114406322932,819.6304974768289
line_10025_10677,3.070691150990655,832.5659583080305
line_10025_10525,1.7786273608006449,856.2231315023655
line_10025_10228,0.22881926705402628,1237.026135462575
line_10025_10558,1.5060790705473275,866.3975762996685
line_10025_10570,1.7825306292845011,856.1000177821008
line_10025_13499,0.7206448574013089,938.7646064118272
line_10033_23060,16.638312562826336,806.0102248724081
line_10033_23054,8.78190954914214,811.38704508859
line_10033_74235,5.804399879613974,817.2283099155895
line_10033_21121,3.82896697414657,826.1167047601106
line_10033_20026,11.499418271510079,808.6960920664787
line_10033_13446,3.995070701465096,825.0308461282868
line_10033_20136,3.4370620070136324,829.0946162146453
line_10033_74001,7.64886919778996,813.073827962556
line_10033_25289,12.748349175485213,807.8441528878341
line_10033_30001,8.29253205301447,812.0590429269005
line_10033_13000,4.683235514557665,821.3527591531866
line_10033_20007,3.9655211291552197,825.2173665813509
line_10033_13366,4.459702417988238,822.4230207819808
line_10033_13420,11.799981466848921,808.4745895814278
line_10033_10093,0.05130399728682512,2749.1658601362046
line_10033_10035,0.006287774240572995,16703.878888451814
line_10033_11014,0.7572150261114039,932.062883793444
line_10033_10600,3.148084571669576,831.7653473797768
line_10033_74053,10.65961963405668,809.381197775623
line_10033_10677,3.984769618620135,825.0955537134988
line_10033_10525,4.2530735866894585,823.5124076651208
line_10033_10228,0.6044481956131756,965.4401497527115
